股票代码,行业名称,细分行业名称,概念板块,风格板块,指数板块,特殊板块,板块总数,市场位置摘要
sz002880,生物制药,血液制品,免疫治疗、创新药、合成生物、生物疫苗、肝炎概念,小盘国企、私募新进,,深港通SZ,8,行业位置：生物制药/血液制品；相关概念：免疫治疗、创新药、合成生物、生物疫苗、肝炎概念；风格标签：小盘国企、私募新进；交易属性：深港通SZ。
sz002882,电气设备,线缆部件及其他,固态电池、无人机、核电核能、粤港澳、锂电池,,,中证1000、国证2000、深港通SZ,8,行业位置：电气设备/线缆部件及其他；相关概念：固态电池、无人机、核电核能、粤港澳、锂电池；交易属性：中证1000、国证2000、深港通SZ。
sz002893,供气供热,热力服务,碳中和、节能环保,小盘国企、小盘非融、微盘股、拟减持、绩优股,,中证2000,8,行业位置：供气供热/热力服务；相关概念：碳中和、节能环保；风格标签：小盘国企、小盘非融、微盘股、拟减持；交易属性：中证2000。
sz002900,化学制药,化学制剂,仿制药、创新药、医美概念、宠物经济,微小盘股、连续亏损,,中证2000、国证2000,8,行业位置：化学制药/化学制剂；相关概念：仿制药、创新药、医美概念、宠物经济；风格标签：微小盘股、连续亏损；交易属性：中证2000、国证2000。
sz002905,影视音像,发行院线,粤港澳、虚拟现实,亏损股、低安全分、微小盘股、高市净率、高负债率,,中证2000,8,行业位置：影视音像/发行院线；相关概念：粤港澳、虚拟现实；风格标签：亏损股、低安全分、微小盘股、高市净率；交易属性：中证2000。
sz002919,互联网,游戏,元宇宙、抖音概念、网络游戏、虚拟现实,QFII新进、拟减持,,中证2000、国证2000,8,行业位置：互联网/游戏；相关概念：元宇宙、抖音概念、网络游戏、虚拟现实；风格标签：QFII新进、拟减持；交易属性：中证2000、国证2000。
sz002931,机械基件,机械基础件,新能源车、智能机器,户数增加、控制变更、要约收购、近期复牌、高市盈率,,中证2000,8,行业位置：机械基件/机械基础件；相关概念：新能源车、智能机器；风格标签：户数增加、控制变更、要约收购、近期复牌；交易属性：中证2000。
sz003002,化工原料,民爆制品,一带一路、军民融合、国防军工、智能机器、芯片、雅江水电,,,中证2000、深港通SZ,8,行业位置：化工原料/民爆制品；相关概念：一带一路、军民融合、国防军工、智能机器、芯片；交易属性：中证2000、深港通SZ。
sz003006,造纸,生活用纸,婴童概念,密集调研、陆股通重、高分红股,中小300,中证1000、国证2000、深港通SZ,8,行业位置：造纸/生活用纸；相关概念：婴童概念；风格标签：密集调研、陆股通重、高分红股；指数归属：中小300；交易属性：中证1000、国证2000、深港通SZ。
sz003015,元器件,光学元件,复合铜箔、小米概念、折叠屏、新能源车、消费电子,定增预案、小盘非融,,中证2000,8,行业位置：元器件/光学元件；相关概念：复合铜箔、小米概念、折叠屏、新能源车、消费电子；风格标签：定增预案、小盘非融；交易属性：中证2000。
sz300242,互联网,互联网广告,小米概念、小红书、抖音概念、新零售、百度概念、网络游戏,微小盘股、连续亏损,,,8,行业位置：互联网/互联网广告；相关概念：小米概念、小红书、抖音概念、新零售、百度概念；风格标签：微小盘股、连续亏损。
sz300289,医疗保健,诊断试剂,冷链物流、基因概念、生物疫苗、辅助生殖,小盘国企、微小盘股、连续亏损、重组预案,,,8,行业位置：医疗保健/诊断试剂；相关概念：冷链物流、基因概念、生物疫苗、辅助生殖；风格标签：小盘国企、微小盘股、连续亏损、重组预案。
sz300441,机床制造,制冷空调设备,工业母机、热泵概念、燃料电池、锂电池、高端装备,,,中证2000、国证2000、深港通SZ,8,行业位置：机床制造/制冷空调设备；相关概念：工业母机、热泵概念、燃料电池、锂电池、高端装备；交易属性：中证2000、国证2000、深港通SZ。
sz300464,机械基件,跨境电商,无线耳机、消费电子、跨境电商,低安全分、微小盘股、股权转让、高市净率、高负债率,,,8,行业位置：机械基件/跨境电商；相关概念：无线耳机、消费电子、跨境电商；风格标签：低安全分、微小盘股、股权转让、高市净率。
sz300535,化工原料,其他化学制品,充电桩、新型工业、有机硅、高端装备,小盘非融、微盘股、股权转让,,专精特新,8,行业位置：化工原料/其他化学制品；相关概念：充电桩、新型工业、有机硅、高端装备；风格标签：小盘非融、微盘股、股权转让；交易属性：专精特新。
sz300564,建筑工程,工程咨询服务,BIPV概念、新型城镇、水利建设、粤港澳、绿色建筑、装配建筑,小盘非融、微盘股,,,8,行业位置：建筑工程/工程咨询服务；相关概念：BIPV概念、新型城镇、水利建设、粤港澳、绿色建筑；风格标签：小盘非融、微盘股。
sz300599,塑料,管材,地下管网、水利建设、海南自贸、石墨烯、粤港澳,扣非亏损、拟减持、连续亏损,,,8,行业位置：塑料/管材；相关概念：地下管网、水利建设、海南自贸、石墨烯、粤港澳；风格标签：扣非亏损、拟减持、连续亏损。
sz300615,通信设备,网络接配及塔设,5G概念、充电桩、工业母机、新能源车,亏损股、定增预案、微盘股、连续亏损,,,8,行业位置：通信设备/网络接配及塔设；相关概念：5G概念、充电桩、工业母机、新能源车；风格标签：亏损股、定增预案、微盘股、连续亏损。
sz300625,家用电器,LED,智慧城市、智能家居、芯片、跨境电商,微小盘股、破发行价、私募重仓、连续亏损,,,8,行业位置：家用电器/LED；相关概念：智慧城市、智能家居、芯片、跨境电商；风格标签：微小盘股、破发行价、私募重仓、连续亏损。
sz300642,医疗保健,诊断试剂,AI医疗、DeepSeek、上海自贸、创新药、基因概念、辅助生殖,微盘股,,专精特新,8,行业位置：医疗保健/诊断试剂；相关概念：AI医疗、DeepSeek、上海自贸、创新药、基因概念；风格标签：微盘股；交易属性：专精特新。
sz300702,化学制药,原料药,CXO概念、合成生物,私募重仓、近期新低,创业200,中证1000、国证2000、深港通SZ,8,行业位置：化学制药/原料药；相关概念：CXO概念、合成生物；风格标签：私募重仓、近期新低；指数归属：创业200；交易属性：中证1000、国证2000、深港通SZ。
sz300708,半导体,LED,MicroLED、MiniLED、三代半导、芯片,,创业200,中证2000、国证2000、深港通SZ,8,行业位置：半导体/LED；相关概念：MicroLED、MiniLED、三代半导、芯片；指数归属：创业200；交易属性：中证2000、国证2000、深港通SZ。
sz300727,化工原料,有机硅,东数西算、医美概念、有机硅、液冷服务,发可转债,,中证2000、国证2000、深港通SZ,8,行业位置：化工原料/有机硅；相关概念：东数西算、医美概念、有机硅、液冷服务；风格标签：发可转债；交易属性：中证2000、国证2000、深港通SZ。
sz300767,橡胶,橡胶制品,核电核能、装配建筑、雄安新区,券商重仓、定增预案、连续亏损,,深港通SZ、融资融券,8,行业位置：橡胶/橡胶制品；相关概念：核电核能、装配建筑、雄安新区；风格标签：券商重仓、定增预案、连续亏损；交易属性：深港通SZ、融资融券。
sz300798,染料涂料,纺织化学品,AI智能体、东数西算、分散染料、算力租赁,信托重仓、连续亏损,,中证2000、含可转债,8,行业位置：染料涂料/纺织化学品；相关概念：AI智能体、东数西算、分散染料、算力租赁；风格标签：信托重仓、连续亏损；交易属性：中证2000、含可转债。
sz300813,医疗保健,制药装备,免疫治疗、智能机器、食品安全,发可转债、员工持股、小盘非融、微小盘股、股权转让,,,8,行业位置：医疗保健/制药装备；相关概念：免疫治疗、智能机器、食品安全；风格标签：发可转债、员工持股、小盘非融、微小盘股。
sz300838,机械基件,机械基础件,中俄贸易、芯片、高端装备,商誉减值、微利股、微盘股、近期新高,,专精特新,8,行业位置：机械基件/机械基础件；相关概念：中俄贸易、芯片、高端装备；风格标签：商誉减值、微利股、微盘股、近期新高；交易属性：专精特新。
sz300851,运输设备,轨交设备,一带一路、无人驾驶、智能交通、高铁,微盘精选、微盘股、重组预案、高校背景,,,8,行业位置：运输设备/轨交设备；相关概念：一带一路、无人驾驶、智能交通、高铁；风格标签：微盘精选、微盘股、重组预案、高校背景。
sz300859,旅游服务,旅游服务,低空经济、旅游概念、飞行汽车,小盘国企、近期新低,,中证2000、国证2000、深港通SZ,8,行业位置：旅游服务/旅游服务；相关概念：低空经济、旅游概念、飞行汽车；风格标签：小盘国企、近期新低；交易属性：中证2000、国证2000、深港通SZ。
sz300865,专用机械,能源及重型设备,一带一路、低空经济、新型城镇、无人机、水利建设、节能环保,微小盘股,,融资融券,8,行业位置：专用机械/能源及重型设备；相关概念：一带一路、低空经济、新型城镇、无人机、水利建设；风格标签：微小盘股；交易属性：融资融券。
sz300923,运输设备,轨交设备,一带一路、储能、无人驾驶、电子纸,微利股、微盘股、股东减持,,融资融券,8,行业位置：运输设备/轨交设备；相关概念：一带一路、储能、无人驾驶、电子纸；风格标签：微利股、微盘股、股东减持；交易属性：融资融券。
